Ten-Year Age Groups Code,Year Code,UCD - Drug/Alcohol Induced Cause,Gender,Occurrence State,Deaths
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Minnesota,78
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Mississippi,40
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Missouri,145
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Montana,13
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Nebraska,14
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Nevada,51
35-44,2020,Drug poisonings (overdose) Unintentional,Female,New Hampshire,22
35-44,2020,Drug poisonings (overdose) Unintentional,Female,New Jersey,147
35-44,2020,Drug poisonings (overdose) Unintentional,Female,New Mexico,62
35-44,2020,Drug poisonings (overdose) Unintentional,Female,New York,287
35-44,2020,Drug poisonings (overdose) Unintentional,Female,North Carolina,248
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Ohio,435
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Oklahoma,49
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Oregon,55
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Pennsylvania,406
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Rhode Island,26
35-44,2020,Drug poisonings (overdose) Unintentional,Female,South Carolina,123
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Tennessee,242
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Texas,234
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Utah,55
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Vermont,10
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Virginia,163
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Washington,105
35-44,2020,Drug poisonings (overdose) Unintentional,Female,West Virginia,115
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Wisconsin,109
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Alabama,191
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Alaska,20
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Arizona,358
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Arkansas,82
35-44,2020,Drug poisonings (overdose) Unintentional,Male,California,1299
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Colorado,234
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Connecticut,247
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Delaware,81
35-44,2020,Drug poisonings (overdose) Unintentional,Male,District of Columbia,50
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Florida,1425
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Georgia,336
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Hawaii,29
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Idaho,30
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Illinois,528
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Indiana,417
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Iowa,52
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Kansas,43
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Kentucky,451
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Louisiana,381
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Maine,98
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Maryland,112
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Massachusetts,484
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Michigan,404
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Minnesota,121
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Mississippi,103
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Missouri,329
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Montana,23
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Nebraska,23
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Nevada,108
35-44,2020,Drug poisonings (overdose) Unintentional,Male,New Hampshire,82
35-44,2020,Drug poisonings (overdose) Unintentional,Male,New Jersey,492
35-44,2020,Drug poisonings (overdose) Unintentional,Male,New Mexico,141
35-44,2020,Drug poisonings (overdose) Unintentional,Male,New York,772
35-44,2020,Drug poisonings (overdose) Unintentional,Male,North Carolina,542
35-44,2020,Drug poisonings (overdose) Unintentional,Male,North Dakota,19
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Ohio,956
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Oklahoma,91
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Oregon,98
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Pennsylvania,932
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Rhode Island,69
35-44,2020,Drug poisonings (overdose) Unintentional,Male,South Carolina,300
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Tennessee,551
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Texas,580
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Utah,102
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Vermont,23
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Virginia,404
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Washington,229
35-44,2020,Drug poisonings (overdose) Unintentional,Male,West Virginia,281
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Wisconsin,262
35-44,2020,Drug poisonings (overdose) Unintentional,Male,Wyoming,19
35-44,2020,Drug poisonings (overdose) Suicide,Female,California,30
35-44,2020,Drug poisonings (overdose) Suicide,Female,Colorado,19
35-44,2020,Drug poisonings (overdose) Suicide,Female,Florida,27
35-44,2020,Drug poisonings (overdose) Suicide,Female,Illinois,15
35-44,2020,Drug poisonings (overdose) Suicide,Female,Indiana,10
35-44,2020,Drug poisonings (overdose) Suicide,Female,Iowa,10
35-44,2020,Drug poisonings (overdose) Suicide,Female,New York,17
35-44,2020,Drug poisonings (overdose) Suicide,Female,North Carolina,14
35-44,2020,Drug poisonings (overdose) Suicide,Female,Pennsylvania,21
35-44,2020,Drug poisonings (overdose) Suicide,Female,Texas,32
35-44,2020,Drug poisonings (overdose) Suicide,Female,Virginia,14
35-44,2020,Drug poisonings (overdose) Suicide,Female,Washington,10
35-44,2020,Drug poisonings (overdose) Suicide,Male,California,29
35-44,2020,Drug poisonings (overdose) Suicide,Male,Colorado,14
35-44,2020,Drug poisonings (overdose) Suicide,Male,Florida,25
35-44,2020,Drug poisonings (overdose) Suicide,Male,Illinois,21
35-44,2020,Drug poisonings (overdose) Suicide,Male,New York,13
35-44,2020,Drug poisonings (overdose) Suicide,Male,Ohio,10
35-44,2020,Drug poisonings (overdose) Suicide,Male,Pennsylvania,15
35-44,2020,Drug poisonings (overdose) Suicide,Male,Texas,18
35-44,2020,Drug poisonings (overdose) Suicide,Male,Wisconsin,14
35-44,2020,Drug poisonings (overdose) Homicide,Male,Pennsylvania,15
35-44,2020,Drug poisonings (overdose) Undetermined,Female,Arizona,10
35-44,2020,Drug poisonings (overdose) Undetermined,Female,Indiana,16
35-44,2020,Drug poisonings (overdose) Undetermined,Female,Louisiana,13
35-44,2020,Drug poisonings (overdose) Undetermined,Female,Maryland,127
35-44,2020,Drug poisonings (overdose) Undetermined,Female,Michigan,21
35-44,2020,Drug poisonings (overdose) Undetermined,Female,New York,24
35-44,2020,Drug poisonings (overdose) Undetermined,Female,Texas,14
35-44,2020,Drug poisonings (overdose) Undetermined,Male,Arizona,13
35-44,2020,Drug poisonings (overdose) Undetermined,Male,California,13
35-44,2020,Drug poisonings (overdose) Undetermined,Male,Indiana,21
35-44,2020,Drug poisonings (overdose) Undetermined,Male,Louisiana,20
35-44,2020,Drug poisonings (overdose) Undetermined,Male,Maryland,277
35-44,2020,Drug poisonings (overdose) Undetermined,Male,Michigan,45
35-44,2020,Drug poisonings (overdose) Undetermined,Male,New York,41
35-44,2020,Drug poisonings (overdose) Undetermined,Male,Ohio,10
35-44,2020,Drug poisonings (overdose) Undetermined,Male,Pennsylvania,10
35-44,2020,All other drug-induced causes,Female,California,32
35-44,2020,All other drug-induced causes,Female,Florida,34
35-44,2020,All other drug-induced causes,Female,Georgia,11
35-44,2020,All other drug-induced causes,Female,Massachusetts,14
35-44,2020,All other drug-induced causes,Female,Michigan,16
35-44,2020,All other drug-induced causes,Female,New York,10
35-44,2020,All other drug-induced causes,Female,Ohio,18
35-44,2020,All other drug-induced causes,Female,Oregon,14
35-44,2020,All other drug-induced causes,Female,Texas,17
35-44,2020,All other drug-induced causes,Female,Washington,14
35-44,2020,All other drug-induced causes,Male,Alabama,18
35-44,2020,All other drug-induced causes,Male,Arizona,11
35-44,2020,All other drug-induced causes,Male,California,45
35-44,2020,All other drug-induced causes,Male,Connecticut,12
35-44,2020,All other drug-induced causes,Male,Florida,37
35-44,2020,All other drug-induced causes,Male,Georgia,16
35-44,2020,All other drug-induced causes,Male,Kentucky,20
35-44,2020,All other drug-induced causes,Male,Massachusetts,20
35-44,2020,All other drug-induced causes,Male,Michigan,32
35-44,2020,All other drug-induced causes,Male,New Jersey,12
35-44,2020,All other drug-induced causes,Male,New York,23
35-44,2020,All other drug-induced causes,Male,North Carolina,16
35-44,2020,All other drug-induced causes,Male,Ohio,20
35-44,2020,All other drug-induced causes,Male,Pennsylvania,16
35-44,2020,All other drug-induced causes,Male,South Carolina,10
35-44,2020,All other drug-induced causes,Male,Tennessee,21
35-44,2020,All other drug-induced causes,Male,Texas,27
35-44,2020,All other drug-induced causes,Male,Virginia,11
35-44,2020,All other drug-induced causes,Male,Washington,10
35-44,2020,All other drug-induced causes,Male,West Virginia,11
35-44,2020,Alcohol poisonings (overdose),Female,California,15
35-44,2020,Alcohol poisonings (overdose),Male,Arizona,27
35-44,2020,Alcohol poisonings (overdose),Male,California,80
35-44,2020,Alcohol poisonings (overdose),Male,Florida,25
35-44,2020,Alcohol poisonings (overdose),Male,Georgia,10
35-44,2020,Alcohol poisonings (overdose),Male,Illinois,14
35-44,2020,Alcohol poisonings (overdose),Male,Indiana,12
35-44,2020,Alcohol poisonings (overdose),Male,Maryland,10
35-44,2020,Alcohol poisonings (overdose),Male,Michigan,10
35-44,2020,Alcohol poisonings (overdose),Male,New Jersey,18
35-44,2020,Alcohol poisonings (overdose),Male,New Mexico,20
35-44,2020,Alcohol poisonings (overdose),Male,New York,23
35-44,2020,Alcohol poisonings (overdose),Male,North Carolina,14
35-44,2020,Alcohol poisonings (overdose),Male,Ohio,15
35-44,2020,Alcohol poisonings (overdose),Male,South Carolina,10
35-44,2020,Alcohol poisonings (overdose),Male,Tennessee,12
35-44,2020,Alcohol poisonings (overdose),Male,Texas,34
35-44,2020,All other alcohol-induced causes,Female,Alabama,21
35-44,2020,All other alcohol-induced causes,Female,Alaska,22
35-44,2020,All other alcohol-induced causes,Female,Arizona,89
35-44,2020,All other alcohol-induced causes,Female,Arkansas,19
35-44,2020,All other alcohol-induced causes,Female,California,221
35-44,2020,All other alcohol-induced causes,Female,Colorado,94
35-44,2020,All other alcohol-induced causes,Female,Connecticut,26
35-44,2020,All other alcohol-induced causes,Female,Florida,96
35-44,2020,All other alcohol-induced causes,Female,Georgia,59
35-44,2020,All other alcohol-induced causes,Female,Idaho,17
35-44,2020,All other alcohol-induced causes,Female,Illinois,67
35-44,2020,All other alcohol-induced causes,Female,Indiana,48
35-44,2020,All other alcohol-induced causes,Female,Iowa,23
35-44,2020,All other alcohol-induced causes,Female,Kansas,16
35-44,2020,All other alcohol-induced causes,Female,Kentucky,22
35-44,2020,All other alcohol-induced causes,Female,Louisiana,26
35-44,2020,All other alcohol-induced causes,Female,Maryland,25
35-44,2020,All other alcohol-induced causes,Female,Massachusetts,40
35-44,2020,All other alcohol-induced causes,Female,Michigan,76
35-44,2020,All other alcohol-induced causes,Female,Minnesota,53
35-44,2020,All other alcohol-induced causes,Female,Mississippi,18
35-44,2020,All other alcohol-induced causes,Female,Missouri,51
35-44,2020,All other alcohol-induced causes,Female,Montana,16
35-44,2020,All other alcohol-induced causes,Female,Nebraska,13
35-44,2020,All other alcohol-induced causes,Female,Nevada,21
35-44,2020,All other alcohol-induced causes,Female,New Jersey,22
35-44,2020,All other alcohol-induced causes,Female,New Mexico,65
35-44,2020,All other alcohol-induced causes,Female,New York,64
35-44,2020,All other alcohol-induced causes,Female,North Carolina,49
35-44,2020,All other alcohol-induced causes,Female,North Dakota,10
35-44,2020,All other alcohol-induced causes,Female,Ohio,59
35-44,2020,All other alcohol-induced causes,Female,Oklahoma,41
35-44,2020,All other alcohol-induced causes,Female,Oregon,38
35-44,2020,All other alcohol-induced causes,Female,Pennsylvania,47
35-44,2020,All other alcohol-induced causes,Female,South Carolina,33
35-44,2020,All other alcohol-induced causes,Female,South Dakota,16
35-44,2020,All other alcohol-induced causes,Female,Tennessee,56
35-44,2020,All other alcohol-induced causes,Female,Texas,129
35-44,2020,All other alcohol-induced causes,Female,Utah,21
35-44,2020,All other alcohol-induced causes,Female,Virginia,33
35-44,2020,All other alcohol-induced causes,Female,Washington,61
35-44,2020,All other alcohol-induced causes,Female,Wisconsin,24
35-44,2020,All other alcohol-induced causes,Male,Alabama,38
35-44,2020,All other alcohol-induced causes,Male,Alaska,21
35-44,2020,All other alcohol-induced causes,Male,Arizona,149
35-44,2020,All other alcohol-induced causes,Male,Arkansas,29
35-44,2020,All other alcohol-induced causes,Male,California,540
35-44,2020,All other alcohol-induced causes,Male,Colorado,174
35-44,2020,All other alcohol-induced causes,Male,Connecticut,34
35-44,2020,All other alcohol-induced causes,Male,District of Columbia,15
35-44,2020,All other alcohol-induced causes,Male,Florida,225
35-44,2020,All other alcohol-induced causes,Male,Georgia,100
35-44,2020,All other alcohol-induced causes,Male,Hawaii,15
35-44,2020,All other alcohol-induced causes,Male,Idaho,22
35-44,2020,All other alcohol-induced causes,Male,Illinois,132
35-44,2020,All other alcohol-induced causes,Male,Indiana,74
35-44,2020,All other alcohol-induced causes,Male,Iowa,55
35-44,2020,All other alcohol-induced causes,Male,Kansas,50
35-44,2020,All other alcohol-induced causes,Male,Kentucky,75
35-44,2020,All other alcohol-induced causes,Male,Louisiana,34
35-44,2020,All other alcohol-induced causes,Male,Maine,17
35-44,2020,All other alcohol-induced causes,Male,Maryland,54
35-44,2020,All other alcohol-induced causes,Male,Massachusetts,106
35-44,2020,All other alcohol-induced causes,Male,Michigan,145
35-44,2020,All other alcohol-induced causes,Male,Minnesota,78
35-44,2020,All other alcohol-induced causes,Male,Mississippi,34
35-44,2020,All other alcohol-induced causes,Male,Missouri,73
35-44,2020,All other alcohol-induced causes,Male,Montana,18
35-44,2020,All other alcohol-induced causes,Male,Nebraska,36
35-44,2020,All other alcohol-induced causes,Male,Nevada,78
35-44,2020,All other alcohol-induced causes,Male,New Hampshire,17
35-44,2020,All other alcohol-induced causes,Male,New Jersey,84
35-44,2020,All other alcohol-induced causes,Male,New Mexico,96
35-44,2020,All other alcohol-induced causes,Male,New York,206
35-44,2020,All other alcohol-induced causes,Male,North Carolina,101
35-44,2020,All other alcohol-induced causes,Male,North Dakota,25
35-44,2020,All other alcohol-induced causes,Male,Ohio,99
35-44,2020,All other alcohol-induced causes,Male,Oklahoma,64
35-44,2020,All other alcohol-induced causes,Male,Oregon,57
35-44,2020,All other alcohol-induced causes,Male,Pennsylvania,65
35-44,2020,All other alcohol-induced causes,Male,Rhode Island,16
35-44,2020,All other alcohol-induced causes,Male,South Carolina,45
35-44,2020,All other alcohol-induced causes,Male,South Dakota,29
35-44,2020,All other alcohol-induced causes,Male,Tennessee,106
35-44,2020,All other alcohol-induced causes,Male,Texas,313
35-44,2020,All other alcohol-induced causes,Male,Utah,57
35-44,2020,All other alcohol-induced causes,Male,Virginia,80
35-44,2020,All other alcohol-induced causes,Male,Washington,112
35-44,2020,All other alcohol-induced causes,Male,West Virginia,22
35-44,2020,All other alcohol-induced causes,Male,Wisconsin,69
35-44,2020,All other alcohol-induced causes,Male,Wyoming,23
35-44,2021,Drug poisonings (overdose) Unintentional,Female,Alabama,93
35-44,2021,Drug poisonings (overdose) Unintentional,Female,Alaska,14
35-44,2021,Drug poisonings (overdose) Unintentional,Female,Arizona,106
