,name_twitter,screen_name,created_at,location,description,followers_count,friends_count,listed_count,favourites_count,time_zone,statuses_count,lang
1343,Navarro College,NavarroCollege,08/11/09 01:02 PM,Five campuses in Texas,A college closer than you imagined,2854,375,28,1051,Central Time (US & Canada),5379,en
1344,LaGrange  College,LaGrangeCollege,08/11/09 01:21 PM,"LaGrange, GA.",,1426,69,32,161,Eastern Time (US & Canada),1333,en
1345,Texas State Official,txst,08/11/09 09:19 PM,"San Marcos, TX",The official Twitter account for Texas State University. A member of The Texas State University System. #beabobcat #TXST,45710,154,515,10094,Central Time (US & Canada),26457,en
1346,A.C.T. San Francisco,ACTSanFrancisco,08/11/09 11:34 PM,"San Francisco, CA","A.C.T. nurtures the art of live theater through dynamic productions, actor training, and engagement with our community.",6753,1617,320,1247,Pacific Time (US & Canada),3554,en
1347,CBS Houston,CBSHouston,08/11/09 11:34 PM,"Houston, TX",College of Biblical Studies provides biblically based education for the body of Christ with primary focus on African American and other ethic minority groups.,543,726,15,92,Central Time (US & Canada),3005,en
1348,Thomas University,ThomasU1950,08/12/09 03:13 PM,"Thomasville, GA","Providing education that engages, empowers, and transforms!",474,91,16,26,Eastern Time (US & Canada),360,en
1349,VCFA,VCFA,08/12/09 05:50 PM,"Montpelier, Vermont",Pioneering fine arts graduate education. #VCFA,2044,1300,111,587,Eastern Time (US & Canada),4364,en
1350,UIW,uiwcardinals,08/12/09 07:35 PM,"San Antonio, Texas ",Official Twitter for the University of The Incarnate Word #GoCardsGo http://t.co/lULgGMoNjN http://t.co/WJQbVbSt6x,6014,213,59,5760,Central Time (US & Canada),7877,en
1351,SVA News,SVA_News,08/12/09 07:55 PM,"New York, NY","With over 6,000 students at its NYC campus and 35,000 alumni in 100 countries, SVA represents one of the most influential artistic communities in the world.",10955,1500,448,206,Eastern Time (US & Canada),10114,en
1352,Henderson CC,hendersoncc,08/13/09 02:52 PM,"Henderson, KY","Transforming Lives, Transforming Kentucky",518,84,29,25,Central Time (US & Canada),3619,en
1353,Hocking College,HockingCollege,08/13/09 03:27 PM,Nelsonville Ohio,,1723,309,29,468,Eastern Time (US & Canada),2229,en
1354,LB City College,LBCityCollege,08/13/09 04:29 PM,"Long Beach, CA","Long Beach City College promotes equitable student learning and achievement, academic excellence, and workforce development by delivering high quality education",3218,891,84,249,Pacific Time (US & Canada),1817,en
1355,Walters State,WaltersState,08/13/09 05:56 PM,East Tennessee,"The official Twitter account of Walters State Community College. Campus locations in Morristown, Sevierville, Greeneville, and Tazewell.",3162,735,36,8,Eastern Time (US & Canada),7265,en
1356,SJC,SJC_Pumas,08/13/09 06:52 PM,"Rensselaer, IN","Saint Joseph's College is a four-year, Catholic college featuring the nationally acclaimed Core Program.",1422,1346,21,168,Central Time (US & Canada),2017,en
1357,CGCC,ColumbiaGorgeCC,08/13/09 09:58 PM,"Hood River and The Dalles, OR","Community College serving the beautiful Columbia River Gorge. Building dreams, transforming lives.",567,100,21,11,Pacific Time (US & Canada),699,en
1358,Manhattanville,Mville_College,08/14/09 01:29 PM,"Purchase, NY","Founded in 1841, Manhattanville College is a private, coeducational liberal arts college offering undergraduate and graduate degrees.",2413,275,69,1407,Eastern Time (US & Canada),6509,en
1359,Wabash College,WabashCollege,08/14/09 05:27 PM,"Crawfordsville, Indiana",The Liberal Arts College for Men,2740,213,68,253,Quito,2209,en
1360,Ruth A Myers Library,RAMyersLibrary,08/14/09 05:34 PM,"Cloquet, MN",The Ruth A Myers Library/Ojibwe Archives supports the learning community of Fond du Lac Tribal & Community College as well as the greater Cloquet community.,200,126,25,57,Central Time (US & Canada),1080,en
1361,South Mountain CC,smcccougar,08/14/09 08:46 PM,"7050 S. 24th St., Phoenix AZ","Official account of South Mountain Community College. Tweeting on education, local events and topics of interest to the #climbhigherSMCC community.",972,142,45,9,Arizona,1534,en
1362,CA College of Arts,CACollegeofArts,08/15/09 12:31 AM,San Francisco / Oakland,"California College of the Arts (CCA) offers studies in 22 undergraduate and 11 graduate majors in the areas of fine arts, architecture, design, and writing.",13779,2026,550,1665,Pacific Time (US & Canada),11715,en
1363,HSBC,hobesoundbible,08/15/09 08:32 PM,"Hobe Sound, FL",Knowing Christ and Making Him Known!,475,280,10,56,Quito,560,en
1364,Hawkeye Comm College,HawkeyeCollege,08/17/09 03:09 PM,"Waterloo, Iowa",Hawkeye Community College offers more than 45 credit programs and many business training and continuing education opportunities.,1134,209,24,216,Central Time (US & Canada),3920,en
1365,CalArts,CalArts,08/17/09 05:49 PM,"Valencia, CA",Official Twitter of #CalArts (California Institute of the Arts),13942,240,438,22,Pacific Time (US & Canada),3859,en
1366,Blinn College,BlinnCollege,08/17/09 09:44 PM,Texas,"The premier two-year college in Texas, Blinn College has the stateâ€™s highest percentage of students who transfer to leading four-year institutions.",3053,217,52,91,Central Time (US & Canada),1567,en
1367,MCC Kansas City,MCCKansasCity,08/18/09 02:31 PM,"Greater Kansas City, Missouri","Official Twitter account for Metropolitan Community College, Kansas City. Preparing students, serving communities, creating opportunities.",2267,1102,83,384,Central Time (US & Canada),4244,en
1368,Rend Lake College,RendLakeCollege,08/19/09 01:27 PM,"Ina, Illinois","Rend Lake College, located in Ina, IL, is home to the Warriors and more than 100 degree and certificate programs.",1155,22,23,53,Central Time (US & Canada),1957,en
1369,Eden Seminary,EdenSeminary,08/19/09 01:31 PM,"St. Louis, MO, USA","Eden is a graduate school preparing women and men for ordained and lay Christian Ministry. Affliliated with the UCC, with approx. 18 denominations represented.",572,8,28,0,Central Time (US & Canada),316,en
1370,MSM,MSMEDU,08/19/09 02:00 PM,"Atlanta, GA",Morehouse School of Medicine is dedicated to improving the health and well-being of underserved communities in urban and rural Georgia and the nation.,1330,416,66,57,Eastern Time (US & Canada),1396,en
1371,Central Christian,CCCTigers,08/19/09 06:45 PM,"McPherson, KS","Dynamic Christ-centered experience. Diverse interdisciplinary learning options. Community environment to grow socially,physically,academically, & spiritually!",208,13,10,0,Central Time (US & Canada),328,en
1372,MidlandsTech College,MidlandsTech,08/20/09 02:01 PM,"Columbia, SC",Midlands Technical College,2373,564,36,266,Eastern Time (US & Canada),1034,en
1373,CTU,ctuniversity,08/20/09 06:24 PM,Colorado Technical University,"CTU connects students to what matters most â€“ innovative technology, real-world faculty, and access to a powerful professional network. Are You In?",6340,124,137,722,Mountain Time (US & Canada),12068,en
1374,Fresno State,Fresno_State,08/21/09 02:22 AM,"Fresno, CA","Official Twitter account for California State University, Fresno - #FresnoState | President @JosephICastro | #GoDogs #BeBold | Managed by Univ Communications",28430,1478,286,5925,Pacific Time (US & Canada),19620,en
1375,Husson University,HussonU,08/21/09 02:21 PM,"Bangor, Maine",Inspiring and preparing students for professional careers in current/emerging fields within the context of an education informed by the sciences and humanities.,2793,1709,36,47,Quito,701,en
1376,Dean College,DeanCollege,08/21/09 03:36 PM,"Franklin, MA","Discover The #DeanDifference in 140 characters or less. Established in 1865, Dean College offers two and four year degrees, as well as continuing education.",2225,690,55,3078,Eastern Time (US & Canada),3729,en
1377,Gallaudet University,GallaudetU,08/21/09 08:42 PM,"Washington, DC",Official Twitter account of #Gallaudet University. Connect. Discover. Influence. Use #Gallaudet to join the conversation. IG: @GallaudetU. FB: /Gallaudet1864,8467,200,116,57,Eastern Time (US & Canada),1676,en
1378,SFAI News & Events,SFAIevents,08/21/09 09:00 PM,San Francisco Art Institute,"Art, news, and events from San Francisco Art Institute (SFAI), a nonprofit fine art college offering undergraduate, graduate, and community programs.",4178,412,242,296,Pacific Time (US & Canada),2439,en
1379,Pratt Comm College,prattcc,08/22/09 05:27 PM,Pratt Kansas,"With a 75 year history, Pratt Community College is a two-year public, comprehensive community college and an area vocational school in Pratt, Kansas.",909,804,9,314,Central Time (US & Canada),1682,en
1380,Welch College,WelchCollege,08/23/09 03:25 AM,"Nashville, TN",Educating leaders to serve Christ.,1789,1358,27,550,Central Time (US & Canada),2493,en
1381,St. Andrews,SA_Knight,08/24/09 02:26 PM,"Laurinburg, NC","St. Andrews University, a branch of Webber International University, is a student and teaching-focused University located in Laurinburg, NC.",595,369,16,257,Eastern Time (US & Canada),3521,en
1382,Honolulu CC,HonoluluCC,08/24/09 07:29 PM,"Honolulu, Hawai'i",Honolulu CC offers one of the best educational values in the U.S. The main campus lies near downtown and classes can be scheduled to fit your life.,1357,349,57,332,Hawaii,2304,en
1383,Hail to Pitt,PittTweet,08/24/09 08:33 PM,"Pittsburgh, PA",Official University of Pittsburgh Twitter feed by Pitt's Department of News Services.,22606,1336,426,1624,Eastern Time (US & Canada),3609,en
1384,Missouri Southern ,mosolions,08/25/09 07:16 PM,"Joplin, Missouri","The official Twitter for Missouri Southern State University, a four-year institution located in Joplin, MO. Go Green, Go Gold, Go Lions! #GOMOSO #MOSO #MSSU",5050,1732,42,3527,Central Time (US & Canada),4834,en
1385,Santa Clara Univ,SantaClaraUniv,08/26/09 06:31 PM,"Santa Clara, CA","Santa Clara University is the leading #Jesuit university in #SiliconValley advancing faith-inspired values of #socialjustice, #sustainability, and #ethics.",9353,725,259,555,Pacific Time (US & Canada),4971,en
1386,National University ,NatUniv,08/26/09 11:11 PM,"CA, FL, NV, VA, Online","Wide range of higher education degree programs including associateâ€™s, bachelorâ€™s, masterâ€™s, doctorate degrees and teaching credentials, online or on campus.",7086,1229,200,499,Pacific Time (US & Canada),13832,en
1387,IAIA,IAIASantaFe,08/27/09 12:33 AM,"Santa Fe, NM","Empowering creativity and leadership in Native arts and cultures through higher education, lifelong learning and outreach.",2179,61,114,354,Mountain Time (US & Canada),2671,en
1388,  Gratz College,GratzCollege,08/27/09 03:14 PM,"Melrose Park, PA, USA",Oldest Independent College of Jewish Studies in North America,242,423,14,122,Eastern Time (US & Canada),461,en
1389,Bacone College,baconecollege,08/27/09 03:43 PM,"Muskogee, OK",Bacone College is a four-year liberal arts college affiliated with the American Baptist Church embracing a historic educational mission with American Indians.,573,61,18,0,Central Time (US & Canada),1707,en
1390,Randolph CC,RandolphCC,08/28/09 01:26 PM,"Asheboro, NC",Creating Opportunities. Changing Lives.,330,465,7,49,Eastern Time (US & Canada),1872,en
1391,Mills College,MillsCollege,08/30/09 01:09 AM,"Oakland, California","Located in the San Francisco Bay Area, Mills is a liberal arts college for women with graduate programs for women and men.",2192,202,130,483,Pacific Time (US & Canada),1471,en
1392,University of Dallas,UofDallas,08/31/09 04:45 PM,"Irving, Texas",The Catholic University for Independent Thinkers.,3114,285,106,424,Central Time (US & Canada),5211,en
1393,Vassar College,Vassar,08/31/09 05:24 PM,"Poughkeepsie, NY","A highly selective, residential, liberal arts college located in the heart of the Hudson Valley in New York State. More tweets at @vassarnews and @vassaralerts.",5922,249,171,227,Quito,1306,en
1394,Louisiana Delta CC,LADeltaCC,08/31/09 06:59 PM,"Monroe, LA","Louisiana Delta Community College, an open-admissions college, offers two-year degree programs, certificates, and workforce training.",579,120,16,104,Central Time (US & Canada),480,en
1395,ENMU,enmu,08/31/09 07:45 PM,"Portales, NM",Official Twitter feed of Eastern New Mexico University. #ENMU,1867,1286,14,1153,Mountain Time (US & Canada),2311,en
1396,Oak Hills College,OakHillsCollege,08/31/09 09:50 PM,"Bemidji, MN USA","Official Twitter feed of Oak Hills Christian College. We provide biblically-centered higher education, preparing grads for service in their careers and lives.",321,554,11,10,Central Time (US & Canada),565,en
1397,Marion Tech,MarionTech,09/01/09 08:49 PM,"Marion, OH",2-year public college offering 60+ hands-on associate degree and certificate programs. We've been changing lives since 1971.,941,452,34,237,Eastern Time (US & Canada),1451,en
1398,GraduateTheologicalU,tweetGTU,09/01/09 10:49 PM,Berkeley,"The largest partnership of seminaries and graduate schools in the US, pursuing interfaith collaboration in teaching, research, ministry, and service.",1341,618,75,44,Pacific Time (US & Canada),1301,en
1399,Hartnell College,HartnellCollege,09/02/09 12:52 AM,"411 Central Ave, Salinas, CA","Hartnell Community College is a comprehensive community college that serves the entire Salinas Valley in Monterey County, California.",1938,1252,68,2,Pacific Time (US & Canada),3056,en
1400,Antioch U Seattle,antiochseattle,09/02/09 06:28 PM,Seattle,Antioch University Seattle's personalized and far-reaching approach to academics will empower your passion. Learn. Lead. Create Change.,533,449,30,584,Pacific Time (US & Canada),2179,en
1401,State U of New York,SUNY,09/02/09 07:17 PM,New York,The State University of New York is the largest system of colleges & universities w/ 64 campuses. Our official Twitter acct tells the #SUNY story to the world.,16706,589,436,3451,Eastern Time (US & Canada),19501,en
1402,EVMS,EVMSedu,09/03/09 02:35 AM,"Norfolk, VA | USA",Eastern Virginia Medical School | Community Focus. World Impact.,2758,1747,69,108,Eastern Time (US & Canada),2262,en
1403,IN Wesleyan Univ.,IndWes,09/03/09 03:49 PM,Marion IN,The official Twitter account of the residential campus of Indiana Wesleyan University. #IWU Like us on Facebook: http://t.co/fg5JUZh6v7,6918,650,147,599,Indiana (East),6836,en
1404,Edward Waters Coll.,ewctigers,09/03/09 06:47 PM,,"Edward Waters College is, distinctively, the oldest private higher education institution in Florida. EWC is on the RISE!",1040,149,41,377,Eastern Time (US & Canada),1213,en
1405,ECPI University,ECPIUniversity,09/04/09 12:55 PM,"Virginia Beach, VA","Welcome to the official Twitter page of ECPI University. #ECPIUniversity 

Site: http://t.co/Kpo5tJxJbE OR http://t.co/K589T6lXg6",1337,36,250,4013,Quito,20877,en
